MSFT,1.5403705664250174,1.6722486472335367,-0.13187808080851937,466.6319131838125,532.4126428935505,0.010328464300843635,0.2831184197618344
GOOG,1.0381955774974894,1.1328639064768937,-0.09466832897940436,282.4116514618534,310.45348781795235,0.0009859401304850755,0.3257727421866571
GOOGL,1.069021026980094,1.1245292788946675,-0.055508251914573536,291.2526818680575,307.87672670394034,0.0006748590507004924,0.3208924841007752
FB,1.1271589202434495,1.3708615470752825,-0.24370262683183297,308.6873974943741,393.8742646305217,0.004675241953236197,0.44877619635148375
T,-0.24812254661649877,-0.15016517629979023,-0.09795737031670854,78.02643186666903,86.05658196071037,-0.025661014766877693,0.39573004385685195
INTC,0.3336944363338246,0.4364606689873295,-0.10276623265350487,139.61164759219685,154.7221387511842,-0.016241420652434824,0.39834773185239203
VZ,0.15302511206861394,0.18844793234481827,-0.03542282027620433,116.5354243031006,120.73742162056016,-0.01823184055931922,0.4027585076141365
ADBE,2.0547642593963142,1.9597968126137615,0.09496744678255276,780.499770087305,709.788471798455,0.018276802411238694,0.34888236320367927
CSCO,0.6790655703473305,0.4426225773157071,0.23644299303162342,197.2034143832686,155.67846576031508,-0.014195242948185312,0.34169027002905367
NVDA,2.707103146564734,3.267675339895979,-0.5605721933312449,1498.580090665703,2625.0245461179225,0.0456083382738177,0.6178162319252964
ORCL,-0.016257203571321294,0.27644403269060974,-0.292701236261931,98.38742315429619,131.843316149617,-0.017514034259653033,0.34224105790603687
CRM,1.5521495484772223,1.5480907833878605,0.00405876508936176,472.1608608762711,470.2483546897387,0.008908308390565781,0.4391435003075875
ACN,0.6098360970700416,1.010309664622628,-0.40047356755258634,184.01297714024705,274.6451362173539,-0.0019352465164593849,0.2898120750450453
IBM,-0.2080556919171109,-0.23355066758405518,0.02549497566694428,81.21618046045165,79.17174803119984,-0.028591350425429027,0.3484478476214432
AVGO,0.8157617582102897,1.2224339758825487,-0.4066722176722589,226.08972736052962,339.54421082739754,0.002926469705033475,0.48435592840124236
TXN,1.011297677345034,0.9629111986496158,0.04838647869541812,274.9166232002954,261.93107185822566,-0.002340282627346839,0.3157256002460134
QCOM,0.4515831413181004,0.5736303902845677,-0.12204724896646735,157.07970117072406,177.46982177161564,-0.013346348958792527,0.5149484781006152
FIS,0.647377127579249,0.8635153057799686,-0.21613817820071957,191.05231929887788,237.14825445067999,-0.004314621688014285,0.32378075886580787
TMUS,1.2041054130979854,1.3228706245703277,-0.11876521147234231,333.3775391883271,375.41827732174136,0.007392542487148835,0.436450915594049
INTU,0.9699349196675981,1.3691573196944387,-0.3992224000268405,263.77727866381997,393.2035849817655,0.004962409019305301,0.33136785980064526
FISV,0.7854622254553839,0.9572100171424601,-0.1717477916870762,219.3420561272344,260.44200403149694,-0.0011679851390108003,0.3147272719126945
ADP,0.11415530186503854,0.48065758588958646,-0.36650228402454793,112.0926193295618,161.7137459403701,-0.011991641543537278,0.30375231900456007
CCI,0.5798258776585826,0.6387285781713686,-0.05890270051278601,178.57274686301616,189.40711843114372,-0.00790746077157246,0.416140359787677
NOW,1.7152376192225578,1.889171368908084,-0.17393374968552622,555.7996042162092,661.3885938244404,0.018574249579013387,0.5262424343904004
MU,-0.25160208604651413,0.4733050015177923,-0.7249070875643064,77.75540761363824,160.52909244854786,-0.017366780958687895,0.6989663839307453
AMD,1.4453712457325103,3.3970220194397944,-1.9516507737072841,424.3427204675803,2987.5000274495073,0.04990827553392608,1.020764397298471
AMAT,1.1445368779133163,0.9632359734812245,0.1813009044320918,314.0986359787347,262.01615429355047,-0.003604052261192913,0.46286466340248805
ATVI,0.6162570613210343,1.3322270581170914,-0.7159699967960571,185.198319335599,378.94733744872923,0.006765026705098002,0.5221707432761049
LRCX,1.2880001858356505,1.4655247142947896,-0.17752452845913913,362.5528917125582,432.9814559945109,0.00815284407159324,0.4813567843529019
LHX,0.5617838404881571,0.8710743291453472,-0.3092904886571901,175.3798207836609,238.94765593810789,-0.0037304475354923003,0.42138570555130245
