0.5002046915261185,0.5292808620285782,0.375418692122208,42,3971,48,4477,14450.046905964271,14330.266287857863,2,1
0.45310850169108546,0.5354634831460674,0.3761949396437525,10,3951,18,4565,14772.747058778255,14427.748891427418,1,1
0.5168006651910694,0.5432185523541813,0.3922633201481693,47,3850,50,4591,14450.046905964271,13235.098837703432,2,1
0.5212067087211484,0.5384435067979372,0.3970843754983011,102,3836,102,4492,14472.066141860265,12275.574709428018,3,1
0.501956728250212,0.5382359840487919,0.4036736135088513,129,3783,154,4460,14571.735868287748,16764.93928761821,4,1
0.5131251911546147,0.5406103286384977,0.4142608454791999,177,3720,194,4429,14572.198090469943,14990.346084190918,5,1
0.5104531907359862,0.544867277425417,0.41960789615499905,175,3673,202,4464,14631.411693343067,15110.0738810049,6,1
0.5126413844415902,0.5353784673248707,0.41000918133928566,189,3751,202,4366,14903.613992681107,15700.876572035837,7,1
0.5241647924708303,0.5382262996941896,0.41688849509245357,218,3713,213,4358,14908.34046171694,14019.88713912084,8,1
0.508147403364295,0.5419020715630886,0.42401715550988467,218,3638,254,4386,15105.66652206933,13411.376819719237,9,1
0.5445516101343538,0.5448763250883393,0.42871006566088565,259,3647,217,4367,14685.984840659497,14160.286264419641,10,1
0.517350870411261,0.5307637906647807,0.41390858193473246,250,3731,250,4253,14472.303438800182,13342.178976878176,11,1
0.5124802869790195,0.5404576551073367,0.426285326167529,246,3623,273,4336,14448.661967083062,11633.000627560186,12,1
0.5041765558867183,0.5313975448536356,0.4166624052993331,248,3688,282,4254,14239.557333269495,10868.200796901021,13,1
0.5443626797239849,0.5426411528466808,0.43016562753445636,287,3634,238,4307,14438.234162637478,11580.511390451888,14,1
0.5204964893288045,0.5327423167848699,0.42961406925872475,340,3618,335,4167,14659.375081540864,12293.968115220285,15,1
0.5154585290321122,0.5389164892358647,0.43131979593766456,292,3585,313,4264,14512.389590455346,10863.560029887012,16,1
0.5229770074066901,0.5414299242424242,0.43671710489421056,316,3554,320,4258,14773.7540947525,11956.8044861821,17,1
0.5217634771260934,0.5352996920161099,0.4329915614333535,342,3585,338,4177,14514.925140068113,11536.562048719954,18,1
0.5161901895881785,0.542674253200569,0.44475496076044924,348,3476,382,4230,14227.922072621783,12636.790389879303,19,1
0.5346112130590395,0.5448398576512455,0.4460617132315194,367,3498,339,4226,14097.37156731095,11435.530571888272,20,1
0.4815521638906757,0.5508315764816116,0.4005161468031982,37,3778,57,4666,14450.046905964271,13284.350086501683,1,2
0.5125108573112283,0.5562587904360057,0.414966918655006,80,3690,96,4666,14472.066141860265,13046.80890986283,2,2
0.5107891432435043,0.5525451559934319,0.4178593668193366,116,3676,139,4595,14571.735868287748,12579.241901604963,3,2
0.4998320556485137,0.5556338028169014,0.4223381991997689,113,3632,154,4621,14572.198090469943,12457.633712518842,4,2
0.5205283470008187,0.5489781536293165,0.4150123789939246,129,3702,138,4545,14631.411693343067,11911.9113306557,5,2
0.5311314669473138,0.5543018335684062,0.4227426309579551,141,3651,141,4575,14903.613992681107,12014.923229321928,6,2
0.5214561237505052,0.5545753940249353,0.41920758563101995,115,3661,126,4600,14908.34046171694,10509.43526720466,7,2
0.5272547567386301,0.5496704331450094,0.42312001337055505,173,3651,175,4497,15105.66652206933,9815.330783379255,8,2
0.5300053052145428,0.5599528857479388,0.43640605320563886,177,3550,186,4577,14685.984840659497,10295.828566716878,9,2
0.5105128746266108,0.5485619990570486,0.4200526924355091,152,3651,179,4502,14472.303438800182,9707.774682218376,10,2
0.5343159470318366,0.5518990327907526,0.4240889714426863,167,3639,160,4512,14448.661967083062,8370.47365923742,11,2
0.5314796526959211,0.5525259678942398,0.4241628447505734,161,3632,159,4520,14239.557333269495,8465.274209017452,12,2
0.5133501364401512,0.5527994330262226,0.43201096056575516,189,3562,224,4491,14438.234162637478,8751.897920318635,13,2
0.502495099727805,0.5520094562647754,0.4270251606506526,159,3582,208,4511,14659.375081540864,10783.586012306725,14,2
0.5375343760690595,0.5531109533948427,0.4291886953728616,190,3600,178,4486,14512.389590455346,9848.925829830112,15,2
0.5298836460476992,0.5538589015151515,0.433861243264257,206,3560,209,4473,14773.7540947525,9456.839584355945,16,2
0.5515654321344395,0.5645581615730869,0.4504863652248876,245,3461,215,4521,14514.925140068113,10765.767515860205,17,2
0.5429728204802202,0.5563063063063063,0.43662833073471774,215,3548,195,4478,14227.922072621783,8017.501324217951,18,2
0.5334596601500515,0.5570581257413998,0.4383021257637278,211,3523,211,4485,14097.37156731095,8339.31335003801,19,2
0.549207274172317,0.5592355175688509,0.4417109054978879,229,3514,199,4482,13537.47245869323,7842.293050152016,20,2
0.513496911948994,0.5629395218002813,0.4160424614242411,47,3671,58,4756,14472.066141860265,12280.8784687412,1,3
